"protein.id","Adrenal","BAT","Brain","Eye","GAT","Heart","Kidney","Liver","Lung","MAT","Muscle","Pancreas","Prostate","SCAT","Skin","Small","Spleen","Stomach","Testis","Thymus","Tongue","Urinary"
"Q9QYA2",23937067,40863300,2648195,7513910,14121900,36027600,8476068,11896475,4191952,13974450,13253725,3863952,11697275,16284250,17501925,8526578,5705998,6713210,2497415,5214552,26692575,6813000
"Q9QYE5",75874.77,327708.75,385148,205562.33,NA,1827113,NA,NA,101608.85,NA,NA,NA,38139.3,NA,246908.25,NA,NA,NA,119809.3,671011.25,320617.5,241043.67
"Q9QYE6",2968296.7,4058175,978234,3494023.3,2527587.5,1637015,2532722.5,5925570,1543130,1955745,2363890,5593090,5166267.5,2597737.5,267491.8,2718780,3037980,2197252.5,1173737.5,1969102.5,1118395,1935233.3
"Q9QYI4",2703890,2182055,1407765,3187840,2461865,1002595.2,4626870,4177037.5,742530.5,1134682.5,9138490,2870572.5,1106830,1468450,1359540,4722745,1015242.5,1111560,722401.2,1683380,545600,2178073.3
"Q9QYM9",NA,NA,759796.25,50321.33,NA,NA,NA,NA,NA,46541.4,NA,NA,NA,129219.02,NA,NA,NA,NA,NA,NA,NA,NA
"Q9QZI8",2582290,4074588,3886805,3479280,4647120,2235580,4458428,4538200,2483788,3229622,2004600,2999630,1440890,4310872,4256128,1655612,2149422,1619392,1116538,2211962,1500940,1118627
"Q9R049",7527016.7,5565625,3630682.5,6791523.3,4777292.5,1341000,5186515,7852890,1756360,3027117.5,1749010,1311947.5,1072614,4478922.5,407773.8,3146780,2805842.5,1181875,1968587.5,3990750,784332.2,1487270
"Q9R0K7",998103.7,363130.8,38235025,15100600,434479.5,355395.2,642140,120209.6,508378.2,232123.2,541921.8,263922.5,329065.2,504223.5,519628.5,318671.2,438445.5,260103.2,175857.8,139901.8,554773.8,184552.7
"Q9R0M1",NA,NA,NA,NA,NA,NA,NA,NA,95709,414251.5,NA,NA,NA,341280.7,267733,NA,855234,NA,NA,1151297.5,NA,NA
"Q9R0P6",19429400,14189200,3588355,15098900,14525700,3000118,12205125,16740250,9595852,9503060,6061055,61146750,25047150,11635825,16890000,17007225,15577925,6877145,14121300,16671350,4559750,11013233
"Q9R0Q3",14098433,18568450,6010538,12669267,19574225,5368208,19645200,23333700,8264228,12857425,12664650,43825525,15261450,15455125,14508400,22232350,12146300,10265735,5878788,13418650,4951195,10965027
"Q9R1J0",14488933,14884525,5607662,12700700,14212675,1002707,30875025,22136075,6239325,11246825,1034275,6464448,3474022,11726050,10536700,18827800,7221348,4748062,14824575,8608002,1694298,12131933
"Q9R1W5",4657230,625103,580388,760895.3,1036630,855983.8,2115935,2256470,33591300,1695175,577966.8,266479.5,1802602.5,1900792.5,1243861.2,632433.2,3548637.5,855927.5,217898,2104907.5,1546355,1392706.7
"Q9WTK3",5130076.7,3171010,3089570,4565016.7,5385162.5,1318652.5,4525702.5,1671505,2861597.5,3420945,718557.8,2353490,2719755,2929547.5,3402972.5,7728112.5,3065642.5,2177250,3901997.5,4559105,1044777.8,2029683.3
"Q9WTL4",NA,NA,NA,NA,NA,NA,388376.5,NA,NA,NA,NA,44188.57,NA,NA,NA,NA,NA,70033.23,539230,NA,NA,NA
"Q9WTS2",1620120,2869887.5,588965.8,903287.3,1303517.5,357575.2,3130435,243387.2,685137,777441.8,317733,2459797.5,7579135,1563610,1273172.5,5992567.5,1633385,1732527.5,335424,1011268,682615.5,478640.3
"Q9WU03",115859.33,45331.15,289138.25,1137726.67,101049.32,156137.17,1274603.25,955182.75,1134397.5,276053.25,NA,5853767.5,3232747.5,128286.57,663344,7224102.5,455486.75,2421160,727841.25,2194305,90182.8,1412036.67
"Q9WUK7",NA,NA,NA,NA,195159.5,NA,NA,NA,NA,105111.88,NA,NA,NA,136802.08,NA,NA,83369.95,NA,68178.6,NA,NA,NA
"Q9WUP0",196376.67,183157,386409.5,26282.25,210742.25,242094,153909,268085.75,13909025,399388.5,22336.45,41851.93,215956.5,155708.5,257063.25,106134.8,251902.75,180086,33299.22,27491.6,31286.15,201132.33
"Q9WUP4",964618,784930.25,383351.75,761436.33,1704385,434659,1118682.5,595515.5,1220170,1270932.5,48069.03,952405,483468.5,1604912.5,823920,659384.5,1622980,377214.25,292886,1574292.5,310131.75,660366.33
"Q9WUQ2",24251667,26111675,17570225,25460767,23390975,9524002,41157300,29300500,13542000,24949875,14450200,78892200,18142625,22296275,8801682,36041975,28391225,11871900,14656375,25888275,6345418,14159533
"Q9WV18",282437.7,NA,6870062.5,2812710,NA,NA,NA,NA,NA,NA,NA,NA,252624,NA,147702.7,180867,69019.3,107538.2,NA,NA,NA,193215
"Q9WV55",64020433,46108275,41226850,74443967,41391400,29073050,18648325,39257150,32282300,36532750,100486675,50547225,21714850,33386425,6172758,21077975,33780500,31042000,61633825,50433300,18217000,32889600
"Q9WVD4",1600426.7,750463.5,890475,1429173.3,1832580,234697.5,10508600,1527135,492410,1133255,252414.8,1327660,574633.2,3462875,1712627.5,2295457.5,1809865,1023981.2,1226390,1757245,550560.5,1157293.3
"Q9WVK0",869425.3,298819.2,93905.8,854503.7,674576.5,235691.8,3063500,NA,575620.2,482304,NA,118068.6,327095.5,966446.8,709885.2,289061.5,483173,457516.2,949447.5,1162080,291521,332369.7
"Q9WVL3",5973806.7,8260587.5,705551.5,2731680,3554500,14433750,9002972.5,3625400,2321175,3962897.5,210268.8,554176,1898400,4445815,1238162.5,12707475,6609432.5,10901800,1453047.5,10243245,769087,11717700
"Q9Z0L1",NA,NA,NA,NA,66337.1,NA,37944.7,NA,402519.8,657890,NA,NA,NA,617569.5,NA,59866.7,1366180,NA,NA,982335.5,NA,NA
"Q9Z0M6",434182,494838.8,139297.3,114337,1518430,275854.8,415371.5,563481,3930182.5,1324387.5,630481.8,191326.2,579612.5,1312560,533262.8,1000308.2,6748945,484181.8,258032.5,5155427.5,250811.5,297456.3
"Q9Z0S9",3843290,3866092,1278982,4525893,2433715,2039260,5170395,6274685,1550608,2156522,7264780,9260435,7243148,2695218,3936720,6637192,1715180,3772778,1063354,1630500,2175630,4149023
"Q9Z0U0",612002,248727.5,1132569.5,1204620,340122.5,298470,1053012.5,389124,365012.8,459435,262247,335354,239337.8,464843.2,301689.5,1034546.5,1337082.5,184836,872322.2,2025682.5,342104.2,295816
"Q9Z127",24778566.7,1090482.2,15996975,27269066.7,5448252.5,1239075,1757460,2142275,1968252.5,4271795,962277.2,10632060,101271675,4705450,6133980,8369497.5,11366422.5,5867165,73083225,18213450,6597237.5,7409413.3
"Q9Z1P4",182502,NA,89557.9,169194.33,NA,NA,NA,NA,NA,NA,NA,NA,121062.75,NA,225223.5,50836.03,NA,45164.85,NA,NA,NA,44786.2
"Q9Z1P5",480914,794231.75,472601.25,394447.33,886378.75,391762.25,914503.25,NA,48409.37,367203,331139,580856.75,712989,372568,50927.83,181483.5,220846.5,333252.75,2094342.5,171600.25,NA,207454.67
"Q9Z1Q2",18712433,14881125,17450225,19567833,17632925,9361150,15058700,5361488,8092680,14364625,5235658,2663470,6677890,19246400,5257080,11782150,12036650,4082972,5055760,11547325,9706952,9307170
"Q9Z1X2",3362476.7,5933927.5,2931562.5,5325183.3,4414872.5,1263172.5,6361040,232171.2,1460382.5,2165997.5,1469452.5,961204.8,2293392.5,2647765,905694,3473480,1472320,939940.2,6890402.5,2232280,790835.8,1888980
"Q9Z222",1357870,120889.02,245892,350053,203261,171374,721099,683052.25,275572.5,424788.75,580501.5,474737.25,1415412.5,367201.75,295371,1374475,706213,972895.25,69136.23,619213.75,456472,642730
"Q9Z261",42877.15,NA,62493.9,903004,697457.75,166814.33,7172250,156751.67,2251740,1382557.5,NA,5293862.5,23952175,NA,87742.47,66708750,168896.53,359669,105484.35,980947,NA,11589800
"Q9Z2C6",1307690,NA,NA,2051873.33,5722480,740448.5,619106.25,367101.75,2537325,3117272.5,58179.55,270476.75,3070307.5,402632.5,232266.5,327843.75,547385.75,155449.75,225049.5,895084.75,251400.5,17251776.67
"Q9Z2G6",4681016.7,1937752.5,1878500,2963743.3,4528210,552964.2,2980682.5,3446050,1569382.5,2258355,511931,10318710,2455997.5,2755640,2053215,5332057.5,2265875,1234387.5,3380285,2506320,621340.2,2197643.3
"Q9Z2I0",23810733,48400300,1971362,1817493,12279650,40321275,6550122,12698650,5357992,12035275,29362200,7012178,8037380,13179525,5874992,4165598,2716192,4463825,1122052,3957282,41841200,4455503
"Q9Z306",513055.33,236942.25,2708087.5,782446,1191810,86194.6,10842447.5,1914092.5,66202.93,1100238.75,111445,57268.57,303830.75,1230810,1111075,3776802.5,791184.25,40504.78,140670.65,176397.5,104367.4,237978.33
